id,display_name,family_id,family_name_ru,object_class,catalog_status,balance_tier,balance_subtier,tier_label,tier_status,tier_source,code_tier_label,engine_tier,caliber,damage,obj_damage_mod,penetration_class,penetration_bonus,crit_chance_scaled,magazine_size,shoot_ap,reload_ap,max_aim_actions,aim_accuracy,burst_shots,auto_shots,recoil,weapon_range,bullet_drop_range,grouping,handling,overwatch_angle,noise,reliability,base_jam_chance,weapon_resource,weapon_resource_max,degrade_per_shot,hand_slot,holster_slot,large_item,cumbersome,cost,scrap_parts,repair_cost,available_attacks,component_slot_count,component_option_count,defaulted_fields,source_file,snapshot_commit
MAC2429,Mac 2429,light-machine-gun,Ручные пулемёты,LightMachineGun,active,1,1,1-1,assigned,google_sheet:ПУЛ,1-1,2,JAZZ_Caliber_75French,33,80,1,0,10,25,8000,7000,3,7,4,6,32,56,14,32,-30,840,68,40,0,2400,-1,1,TwoHanded,Shoulder,1,0,3000,12,1,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,4,4,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Reliability;WeaponResourceMax,InventoryItem/MAC2429.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
BAR,BAR,light-machine-gun,Ручные пулемёты,LightMachineGun,active,1,2,1-2,assigned,google_sheet:ПУЛ,1-2,2,JAZZ_Caliber_3006,34,80,1,0,10,20,7000,8000,3,8,3,5,35,52,15,38,-35,960,66,50,0,6500,-1,1,TwoHanded,Shoulder,1,0,3000,12,3,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_TargetSweep;JAZZ_ControllableBurst,1,1,BaseJamChance;BurstShots;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/BAR.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
RPD,РПД,light-machine-gun,Ручные пулемёты,LightMachineGun,active,2,1,2-1,assigned,google_sheet:ПУЛ,2-1,2,JAZZ_Caliber_762x39,28,50,1,0,10,100,9000,7000,3,10,6,6,9,40,14,65,-25,600,52,70,-10,9000,-1,1,TwoHanded,Shoulder,1,0,9000,16,8,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,5,6,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/RPD.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
U100,U100,light-machine-gun,Ручные пулемёты,LightMachineGun,active,2,1,2-1,assigned,google_sheet:ПУЛ,2-1,2,JAZZ_Caliber_556,21,50,1,0,10,30,8000,6000,3,10,4,6,9,48,14,42,-20,840,48,65,0,5500,-1,1,TwoHanded,Shoulder,1,0,12000,16,8,MGBurstFire;BurstFire;JAZZ_LargeAutoFire;JAZZ_ControllableBurst;JAZZ_TargetSweep,6,8,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/U100.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
RPK,РПК,light-machine-gun,Ручные пулемёты,LightMachineGun,active,2,3,2-3,assigned,google_sheet:ПУЛ,2-3,2,JAZZ_Caliber_762x39,29,50,1,0,10,30,8000,6000,3,10,4,7,10,42,15,62,-22,840,50,80,-30,12000,-1,1,TwoHanded,Shoulder,1,0,10000,16,9,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,7,18,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/RPK.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
RPK74,РПК-74,light-machine-gun,Ручные пулемёты,LightMachineGun,active,2,4,2-4,assigned,google_sheet:ПУЛ,2-4,2,JAZZ_Caliber_545,26,50,1,0,10,30,8000,6000,3,12,4,7,8,50,18,56,-20,840,48,85,-30,11500,-1,1,TwoHanded,Shoulder,1,0,75000,16,12,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,7,17,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/RPK74.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
FNMinimi,Minimi,light-machine-gun,Ручные пулемёты,LightMachineGun,active,2,5,2-5,assigned,google_sheet:ПУЛ,2-5,3,JAZZ_Caliber_556,20,50,1,0,10,100,8000,8000,3,13,10,10,6,54,17,57,-15,840,48,75,0,7500,-1,1,TwoHanded,Shoulder,1,0,60000,16,10,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,5,21,AutoShots;BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/FNMinimi.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
HK21,HK21,light-machine-gun,Ручные пулемёты,LightMachineGun,active,3,2,3-2,assigned,google_sheet:ПУЛ,3-2,3,JAZZ_Caliber_762x51,35,80,1,0,10,40,8000,7000,3,10,5,9,25,58,20,53,-35,840,66,80,-30,10000,-1,1,TwoHanded,Shoulder,1,0,150000,16,15,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,8,29,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/HK21.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
HK23e,HK23e,light-machine-gun,Ручные пулемёты,LightMachineGun,active,3,2,3-2,assigned,google_sheet:ПУЛ,3-2,3,JAZZ_Caliber_556,22,50,1,0,10,100,8000,9000,3,12,4,7,6,52,18,60,-25,840,55,80,-30,10000,-1,1,TwoHanded,Shoulder,1,0,170000,16,16,MGBurstFire;BurstFire;JAZZ_ControllableBurst;JAZZ_LargeAutoFire;JAZZ_TargetSweep,4,15,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/HK23e.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
DP27,ДП-27,machine-gun,Пулемёты,MachineGun,active,1,1,1-1,assigned,google_sheet:ПУЛ,1-1,2,JAZZ_Caliber_762x54R,37,90,1,0,10,47,9000,8000,3,8,6,6,22,57,15,35,-45,600,68,60,-5,15000,-1,1,TwoHanded,Shoulder,1,0,3000,12,2,MGBurstFire;JAZZ_MGSuppressionFire,1,1,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/DP27.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MG42,MG42,machine-gun,Пулемёты,MachineGun,active,1,3,1-3,assigned,google_sheet:ПУЛ,1-3,2,JAZZ_Caliber_792,36,60,1,0,10,50,9000,8000,3,11,12,12,20,54,16,34,-35,600,72,55,3,6000,-1,1,TwoHanded,Shoulder,1,1,3000,12,3,MGBurstFire;JAZZ_MGSuppressionFire,1,1,CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MG42.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
MG58,MG58,machine-gun,Пулемёты,MachineGun,active,1,UNIQ,1-UNIQ,unique,google_sheet:ПУЛ,1-UNIQ,,JAZZ_Caliber_792,38,80,1,0,10,50,9000,8000,3,22,3,10,12,56,20,35,-30,600,75,85,0,8000,-1,1,TwoHanded,Shoulder,1,1,5000,12,5,MGBurstFire;JAZZ_MGSuppressionFire,2,2,AutoShots;BaseJamChance;BurstShots;CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/MG58.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AA52,AA-52,machine-gun,Пулемёты,MachineGun,active,2,2,2-2,assigned,google_sheet:ПУЛ,1-1,2,JAZZ_Caliber_75French,32,90,1,0,10,50,9000,9000,3,12,6,6,21,52,17,38,-30,600,68,65,-5,15000,-1,1,TwoHanded,Shoulder,1,0,3000,12,2,MGBurstFire;JAZZ_MGSuppressionFire,1,1,CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/AA52.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M60,Свинья,machine-gun,Пулемёты,MachineGun,active,2,3,2-3,assigned,google_sheet:ПУЛ,2-3,2,JAZZ_Caliber_762x51,35,80,1,0,10,100,9000,9000,3,12,5,5,18,55,17,38,-35,600,64,45,0,8000,-1,1,TwoHanded,Shoulder,1,1,15000,16,5,MGBurstFire;JAZZ_MGSuppressionFire,2,2,BaseJamChance;CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M60.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M60E3,M60E3,machine-gun,Пулемёты,MachineGun,active,2,4,2-4,assigned,google_sheet:ПУЛ,2-4,2,JAZZ_Caliber_762x51,35,80,1,0,10,100,9000,9000,3,12,5,5,16,56,17,38,-30,600,64,60,0,8500,-1,1,TwoHanded,Shoulder,1,1,16000,16,6,MGBurstFire;JAZZ_MGSuppressionFire,4,11,BaseJamChance;CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M60E3.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
PKM,ПКМ,machine-gun,Пулемёты,MachineGun,active,2,5,2-5,assigned,google_sheet:ПУЛ,2-5,3,JAZZ_Caliber_762x54R,38,120,1,0,10,100,9000,9000,3,12,6,6,16,60,18,38,-32,600,70,98,-50,12000,-1,1,TwoHanded,Shoulder,1,1,120000,16,10,MGBurstFire;JAZZ_MGSuppressionFire,9,23,CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/PKM.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
FNMAG,FN MAG,machine-gun,Пулемёты,MachineGun,active,2,5,2-5,assigned,google_sheet:ПУЛ,2-5,3,JAZZ_Caliber_762x51,36,80,1,0,10,100,9000,10000,3,14,8,8,12,62,18,37,-30,600,65,85,-10,10000,-1,1,TwoHanded,Shoulder,1,1,35000,16,8,MGBurstFire;JAZZ_MGSuppressionFire,3,12,CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/FNMAG.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M60E4,M60E4,machine-gun,Пулемёты,MachineGun,active,3,1,3-1,assigned,google_sheet:ПУЛ,3-1,2,JAZZ_Caliber_762x51,35,80,1,0,10,100,8000,9000,3,13,5,5,14,56,18,40,-25,600,64,75,0,9000,-1,1,TwoHanded,Shoulder,1,1,25000,16,7,MGBurstFire;JAZZ_MGSuppressionFire,6,19,BaseJamChance;CritChanceScaled;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;WeaponResourceMax,InventoryItem/M60E4.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
BrowningM2HMG,M2 Browning,machine-gun,Пулемёты,MachineGun,active,,,,unassigned,google_sheet:ПУЛ,,3,JAZZ_Caliber_50BMG,60,300,1,0,10,100,7000,8000,3,13,6,6,25,95,28,21,0,3900,60,80,0,50000,-1,1,TwoHanded,Shoulder,1,1,4200,20,80,MGBurstFire,0,0,BaseJamChance;CritChanceScaled;DegradePerShot;Handling;MaxAimActions;PenetrationBonus;PenetrationClass;RepairCost;WeaponResourceMax,InventoryItem/BrowningM2HMG.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
DoubleBarrelShotgun,Double-Barrel,shotgun,Дробовики,Shotgun,active,1,1,1-1,assigned,google_sheet:ДРБ,1-1,,JAZZ_Caliber_12gauge,4,50,1,0,30,2,5000,3000,2,12,1,1,100,21,8,140,-10,2280,40,95,-100,3000,-1,1,TwoHanded,Shoulder,1,0,1200,8,3,Buckshot;DoubleBarrel;JAZZ_JokerShot;JAZZ_MobileShotgun,1,3,Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/DoubleBarrelShotgun.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M1897,M1897,shotgun,Дробовики,Shotgun,active,1,2,1-2,assigned,google_sheet:ДРБ,1-2,,JAZZ_Caliber_12gauge,4,50,1,0,20,5,6000,6000,2,6,1,1,100,21,7,110,-15,2160,36,70,-10,600,-1,1,TwoHanded,Shoulder,1,0,2500,10,6,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,1,2,Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M1897.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Auto5,Auto-5,shotgun,Дробовики,Shotgun,active,1,3,1-3,assigned,google_sheet:ДРБ,1-2,2,JAZZ_Caliber_12gauge,4,50,1,0,10,5,5000,6000,2,6,1,1,100,20,6,100,-15,1800,35,65,0,500,-1,1,TwoHanded,Shoulder,1,0,1500,10,4,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,2,8,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponRange;WeaponResourceMax,InventoryItem/Auto5.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Ithaca,Ithaca37,shotgun,Дробовики,Shotgun,active,2,1,2-1,assigned,google_sheet:ДРБ,2-1,,JAZZ_Caliber_12gauge,4,50,1,0,20,4,6000,5000,2,10,1,1,100,21,8,145,-15,1980,38,80,0,1800,-1,1,TwoHanded,Shoulder,1,0,3500,10,5,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,3,14,BaseJamChance;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Ithaca.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
R870,R870,shotgun,Дробовики,Shotgun,active,2,2,2-2,assigned,google_sheet:ДРБ,2-2,,JAZZ_Caliber_12gauge,4,50,1,0,20,6,6000,7000,3,8,1,1,100,22,9,150,-15,1440,37,85,-10,1400,-1,1,TwoHanded,Shoulder,1,0,7500,10,9,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,3,14,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/R870.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Striker,Страйкер,shotgun,Дробовики,Shotgun,active,2,3,2-3,assigned,google_sheet:ДРБ,2-2,,JAZZ_Caliber_12gauge,4,50,1,0,10,12,4000,5000,2,9,1,1,100,20,7,130,-22,2160,39,80,-20,1000,-1,1,TwoHanded,Shoulder,1,0,12000,10,12,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,1,2,CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponRange;WeaponResource;WeaponResourceMax,InventoryItem/Striker.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
SPAS12,SPAS-12,shotgun,Дробовики,Shotgun,active,2,4,2-4,assigned,google_sheet:ДРБ,2-4,2,JAZZ_Caliber_12gauge,4,50,1,0,10,6,5000,7000,3,8,1,1,100,23,9,140,-10,1080,32,60,0,2800,-1,1,TwoHanded,Shoulder,1,0,28000,10,12,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,0,0,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/SPAS12.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Stoeger,Вертикалка,shotgun,Дробовики,Shotgun,active,2,UNIQ,2-UNIQ,unique,google_sheet:ДРБ,2-UNIQ,,JAZZ_Caliber_12gauge,4,50,1,0,30,2,5000,3000,3,12,1,1,100,21,8,160,-15,1680,34,75,-100,3000,-1,1,TwoHanded,Shoulder,1,0,2500,10,6,Buckshot;DoubleBarrel;JAZZ_JokerShot;JAZZ_MobileShotgun,0,0,Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/Stoeger.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
M41Shotgun,M1014,shotgun,Дробовики,Shotgun,active,3,1,3-1,assigned,google_sheet:ДРБ,3-1,2,JAZZ_Caliber_12gauge,4,50,1,0,10,6,5000,7000,3,12,1,1,100,24,9,155,-15,1200,32,85,0,2400,-1,1,TwoHanded,Shoulder,1,0,32000,10,10,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,4,18,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/M41Shotgun.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
USAS12,USAS12,shotgun,Дробовики,Shotgun,active,3,2,3-2,assigned,google_sheet:ДРБ,3-2,3,JAZZ_Caliber_12gauge,4,50,1,0,10,15,5000,6000,3,9,1,1,100,22,8,145,-20,960,30,60,0,2500,-1,1,TwoHanded,Shoulder,1,0,60000,12,16,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,3,15,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/USAS12.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
AA12,AA12,shotgun,Дробовики,Shotgun,active,3,3,3-3,assigned,google_sheet:ДРБ,3-3,3,JAZZ_Caliber_12gauge,4,504,1,0,10,15,4000,6000,3,10,1,1,100,23,8,150,-12,960,29,75,0,2200,-1,1,TwoHanded,Shoulder,1,0,75000,12,20,Buckshot;JAZZ_JokerShot;JAZZ_MobileShotgun,5,20,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;MaxAimActions;PenetrationBonus;PenetrationClass;Recoil;WeaponResourceMax,InventoryItem/AA12.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
Auto5_quest,Ma Baxter's Argument Invalidator,shotgun,Дробовики,Shotgun,active,,,,unassigned,,,,JAZZ_Caliber_12gauge,5,150,1,0,10,9,4000,5000,2,6,3,1,100,20,6,90,-10,1600,40,55,0,2500,-1,1,TwoHanded,Shoulder,1,0,4500,10,8,Buckshot;BuckshotBurst;JAZZ_JokerShot;JAZZ_MobileShotgun,2,8,BaseJamChance;CritChanceScaled;Cumbersome;DegradePerShot;PenetrationBonus;PenetrationClass;Recoil;WeaponRange;WeaponResourceMax,InventoryItem/vanillunique/Auto5_quest.lua,09673e3a8dd397d662833fb530a3566f6596c4c0
